id,rendered_text_exact_ours,ocr_exact_ours,ocr_exact_baseline,ocr_word_recall_ours,ocr_word_recall_baseline,layout_validity,contrast_proxy,edit_bg_ssim,edit_bg_lpips
travel_iceland,1.0,0.0,nan,0.0,0.0,1.0,0.5704896946748098,0.9936408554590902,0.015564227476716042
movie_solar,1.0,0.0,nan,0.0,0.0,1.0,0.4860876699288686,0.9996792635769779,0.0001898958144010976
coffee_roast,1.0,0.0,nan,0.0,0.0,1.0,0.6787917017936707,0.9952365548781366,0.0035925600677728653
museum_bauhaus,1.0,0.0,nan,0.0,0.0,1.0,0.4012223978837331,1.0000000000000007,0.0
concert_neon,1.0,0.0,nan,0.0,0.0,1.0,0.6370388368765513,0.9937892374591941,0.008032465353608131
book_orbit,1.0,0.0,nan,0.0,0.0,1.0,0.33055200179417926,0.9981195631537273,0.010563370771706104
food_ramen,1.0,0.0,nan,0.0,0.0,1.0,0.6872140566507975,0.9947985063020357,0.005913117900490761
tech_summit,1.0,0.0,nan,0.0,0.0,1.0,0.4662970006465912,1.0000000000000007,0.0
fitness_launch,1.0,0.0,nan,0.0,0.0,1.0,0.6262394189834595,0.988998266820702,0.01821182481944561
education_space,1.0,0.0,nan,0.0,0.0,1.0,0.5901521444320679,0.9979424620625641,0.0037520986516028643
skincare_lumina,1.0,0.0,nan,0.0,0.0,1.0,0.44891005754470825,0.9981870996658491,0.004054207820445299
jazz_blue_note,1.0,0.0,nan,0.0,0.0,1.0,0.5773615638415018,0.9971672289366628,0.003782995045185089
farmers_market,1.0,0.0,nan,0.0,0.0,0.3333333333333333,0.4723130663235982,1.0,0.0
architecture_lecture,1.0,0.0,nan,0.0,0.0,1.0,0.4636208216349284,0.9924573428314427,0.011266360990703106
bike_commute,1.0,0.0,nan,0.0,0.0,1.0,0.5112123191356659,0.9999999999999997,0.0
tea_ceremony,1.0,0.0,nan,0.0,0.0,1.0,0.47271691759427387,0.996805325399217,0.014133992604911327
album_static,1.0,0.0,nan,0.0,0.0,1.0,0.38882362842559814,0.9998706894007798,8.190128028218169e-06
climate_workshop,1.0,0.0,nan,0.0,0.0,1.0,0.36862942576408386,0.9999999999999991,0.0
game_launch,1.0,0.0,nan,0.0,0.0,1.0,0.630368709564209,0.994335333603394,0.014384893700480461
fashion_atelier,1.0,0.0,nan,0.0,0.0,1.0,0.5354227622350057,1.000000000000001,0.0
photo_exhibit,1.0,0.0,nan,0.0,0.0,1.0,0.46693699558575946,1.000000000000002,0.0
charity_run,1.0,0.0,nan,0.0,0.0,1.0,0.5692760745684305,0.9886561871675248,0.024236643686890602
boardgame_night,1.0,0.0,nan,0.0,0.0,1.0,0.5730562210083008,0.9943483984064908,0.00846037920564413
cookbook_cover,1.0,0.0,nan,0.0,0.0,1.0,0.5361189444859823,0.9976528591939501,0.004382637795060873
