id,rendered_text_exact_ours,ocr_exact_ours,ocr_exact_baseline,ocr_word_recall_ours,ocr_word_recall_baseline,layout_validity,contrast_proxy,edit_bg_ssim,edit_bg_lpips
travel_iceland,1.0,0.0,nan,0.0,0.0,1.0,0.5580688714981079,0.9936154894699127,0.015904625877738
movie_solar,1.0,0.0,nan,0.0,0.0,1.0,0.5129915873209635,0.9997115765663431,0.00016140576917678118
coffee_roast,1.0,0.0,nan,0.0,0.0,1.0,0.6603760719299316,0.9927044146949686,0.005574437323957682
museum_bauhaus,1.0,0.0,nan,0.0,0.0,1.0,0.4197510282198588,1.000000000000003,0.0
concert_neon,1.0,0.0,nan,0.0,0.0,1.0,0.6304105917612711,0.9934320784136741,0.007576590403914452
book_orbit,1.0,0.0,nan,0.0,0.0,1.0,0.36595767736434937,0.9979944406858083,0.010347395204007626
food_ramen,1.0,0.0,nan,0.0,0.0,1.0,0.6717892289161682,0.9949697746473563,0.00613344507291913
tech_summit,1.0,0.0,nan,0.0,0.0,1.0,0.4409561852614085,0.9999999999999993,0.0
fitness_launch,1.0,0.0,nan,0.0,0.0,1.0,0.6325409611066183,0.9935804213703765,0.014524918049573898
education_space,1.0,0.0,nan,0.0,0.0,1.0,0.5911922852198283,0.9979630593343659,0.004436681978404522
skincare_lumina,1.0,0.0,nan,0.0,0.0,1.0,0.41608090202013653,0.9981304613616352,0.004194431006908417
jazz_blue_note,1.0,0.0,nan,0.0,0.0,1.0,0.5837200780709585,0.9972790052135211,0.004420979879796505
farmers_market,1.0,0.0,nan,0.0,0.0,0.3333333333333333,0.46190709869066876,1.0,0.0
architecture_lecture,1.0,0.0,nan,0.0,0.0,1.0,0.4701702296733856,0.9964057878146506,0.007641283329576254
bike_commute,1.0,0.0,nan,0.0,0.0,1.0,0.5656425356864929,1.0000000000000009,0.0
tea_ceremony,1.0,0.0,nan,0.0,0.0,1.0,0.48965009053548175,0.9969823265704003,0.013727539218962193
album_static,1.0,0.0,nan,0.0,0.0,1.0,0.3754402995109558,0.999713409286938,7.256921526277438e-05
climate_workshop,1.0,0.0,nan,0.0,0.0,1.0,0.3485174626111984,1.0000000000000007,0.0
game_launch,1.0,0.0,nan,0.0,0.0,1.0,0.6188919544219971,0.994355989916478,0.013904917985200882
fashion_atelier,1.0,0.0,nan,0.0,0.0,1.0,0.5298642714818319,1.0000000000000007,0.0
photo_exhibit,1.0,0.0,nan,0.0,0.0,1.0,0.4905816415945689,1.000000000000004,0.0
charity_run,1.0,0.0,nan,0.0,0.0,1.0,0.5446016589800516,0.9884075487800262,0.026054708287119865
boardgame_night,1.0,0.0,nan,0.0,0.0,1.0,0.6081467270851135,0.993903872615156,0.00923183560371399
cookbook_cover,1.0,0.0,nan,0.0,0.0,1.0,0.5143989324569702,0.9980747483029043,0.002701602876186371
