id,rendered_text_exact_ours,ocr_exact_ours,ocr_exact_baseline,ocr_word_recall_ours,ocr_word_recall_baseline,layout_validity,contrast_proxy,edit_bg_ssim,edit_bg_lpips
travel_iceland,1.0,0.0,nan,0.0,0.0,1.0,0.5558072626590729,0.9935968006056635,0.015570532530546188
movie_solar,1.0,0.0,nan,0.0,0.0,1.0,0.552897055943807,0.9988638081540466,0.006088076625019312
coffee_roast,1.0,0.0,nan,0.0,0.0,1.0,0.6434621016184489,0.9942412907264306,0.005943941883742809
museum_bauhaus,1.0,0.0,nan,0.0,0.0,1.0,0.4705101152261098,1.0000000000000022,0.0
concert_neon,1.0,0.0,nan,0.0,0.0,1.0,0.616409828265508,0.9935261500057458,0.007899774238467216
book_orbit,1.0,0.0,nan,0.0,0.0,1.0,0.3499266803264618,1.0000000000000002,0.0
food_ramen,1.0,0.0,nan,0.0,0.0,1.0,0.6790443460146586,0.994941003456744,0.005745584145188332
tech_summit,1.0,0.0,nan,0.0,0.0,1.0,0.43890145421028137,0.9999999999999997,0.0
fitness_launch,1.0,0.0,nan,0.0,0.0,1.0,0.6123238007227579,0.9894160256301464,0.019693665206432343
education_space,1.0,0.0,nan,0.0,0.0,1.0,0.5521832406520844,0.9979717690394501,0.0035925519187003374
skincare_lumina,1.0,0.0,nan,0.0,0.0,1.0,0.4154365460077922,0.9981196041914067,0.004153052810579538
jazz_blue_note,1.0,0.0,nan,0.0,0.0,1.0,0.579914391040802,0.9971809486992143,0.00383527809754014
farmers_market,1.0,0.0,nan,0.0,0.0,1.0,0.5398346980412801,0.9999999999999993,0.0
architecture_lecture,1.0,0.0,nan,0.0,0.0,1.0,0.5197706123193105,0.9922399840119035,0.011262830346822739
bike_commute,1.0,0.0,nan,0.0,0.0,1.0,0.5074304044246674,1.0,0.0
tea_ceremony,1.0,0.0,nan,0.0,0.0,1.0,0.47301873564720154,0.9967088725784086,0.016358789056539536
album_static,1.0,0.0,nan,0.0,0.0,1.0,0.3975909849007924,0.9998505213008573,8.486715159961022e-06
climate_workshop,1.0,0.0,nan,0.0,0.0,1.0,0.36642620464166004,0.9999999999999988,0.0
game_launch,1.0,0.0,nan,0.0,0.0,1.0,0.6174771984418234,0.9944774042125935,0.014605890959501266
fashion_atelier,1.0,0.0,nan,0.0,0.0,1.0,0.5422642827033997,1.0000000000000002,0.0
photo_exhibit,1.0,0.0,nan,0.0,0.0,1.0,0.43186578154563904,0.9999999999999992,0.0
charity_run,1.0,0.0,nan,0.0,0.0,1.0,0.5807141462961832,0.9930546230358575,0.02178337424993515
boardgame_night,1.0,0.0,nan,0.0,0.0,1.0,0.5998606085777283,0.9939144443658309,0.00841990951448679
cookbook_cover,1.0,0.0,nan,0.0,0.0,1.0,0.532524824142456,0.9978616910923133,0.003844218095764518
