id,rendered_text_exact_ours,ocr_exact_ours,ocr_exact_baseline,ocr_word_recall_ours,ocr_word_recall_baseline,layout_validity,contrast_proxy,edit_bg_ssim,edit_bg_lpips
travel_iceland,1.0,0.0,nan,0.0,0.0,1.0,0.5605683525403341,0.9938288245315903,0.016175372526049614
movie_solar,1.0,0.0,nan,0.0,0.0,1.0,0.5073786874612173,0.9988887592231486,0.006921643856912851
coffee_roast,1.0,0.0,nan,0.0,0.0,1.0,0.6342631975809733,0.9921335286907282,0.006562706083059311
museum_bauhaus,1.0,0.0,nan,0.0,0.0,1.0,0.44078003366788227,1.000000000000001,0.0
concert_neon,1.0,0.0,nan,0.0,0.0,1.0,0.672857940196991,0.9955479731225818,0.005047245416790247
book_orbit,1.0,0.0,nan,0.0,0.0,1.0,0.3628377318382263,0.9980211971994172,0.011218898929655552
food_ramen,1.0,0.0,nan,0.0,0.0,1.0,0.6892798542976379,0.995023527575735,0.0061537460424005985
tech_summit,1.0,0.0,nan,0.0,0.0,1.0,0.4666515092055003,1.0000000000000002,0.0
fitness_launch,1.0,0.0,nan,0.0,0.0,1.0,0.6111674010753632,0.9940731364624598,0.01065229531377554
education_space,1.0,0.0,nan,0.0,0.0,1.0,0.5620400011539459,0.9978681453468464,0.004197306465357542
skincare_lumina,1.0,0.0,nan,0.0,0.0,1.0,0.4318970739841461,0.9982186680619278,0.004239402711391449
jazz_blue_note,1.0,0.0,nan,0.0,0.0,1.0,0.5939008990923563,0.9973314708075968,0.00445700716227293
farmers_market,1.0,0.0,nan,0.0,0.0,0.3333333333333333,0.48264997204144794,1.0,0.0
architecture_lecture,1.0,0.0,nan,0.0,0.0,1.0,0.4906233350435893,0.9958946383708043,0.006903550121933222
bike_commute,1.0,0.0,nan,0.0,0.0,1.0,0.4726199507713318,1.0,0.0
tea_ceremony,1.0,0.0,nan,0.0,0.0,1.0,0.5267520646254221,0.9967541438609056,0.01613534428179264
album_static,1.0,0.0,nan,0.0,0.0,1.0,0.3684653043746948,0.9997787100739207,3.285549610154703e-05
climate_workshop,1.0,0.0,nan,0.0,0.0,1.0,0.33644484480222064,1.0000000000000002,0.0
game_launch,1.0,0.0,nan,0.0,0.0,1.0,0.6243672768274943,0.9975083857546393,0.0058242506347596645
fashion_atelier,1.0,0.0,nan,0.0,0.0,1.0,0.5478250583012899,1.0000000000000004,0.0
photo_exhibit,1.0,0.0,nan,0.0,0.0,1.0,0.522488514582316,0.9999999999999989,0.0
charity_run,1.0,0.0,nan,0.0,0.0,1.0,0.5851713021596273,0.9930743001185669,0.018448013812303543
boardgame_night,1.0,0.0,nan,0.0,0.0,1.0,0.630905032157898,0.9937825858658794,0.008863607421517372
cookbook_cover,1.0,0.0,nan,0.0,0.0,1.0,0.5186439355214437,0.9978125398767044,0.004256064537912607
