id,rendered_text_exact_ours,ocr_exact_ours,ocr_exact_baseline,ocr_word_recall_ours,ocr_word_recall_baseline,layout_validity,contrast_proxy,edit_bg_ssim,edit_bg_lpips
travel_iceland,1.0,0.0,nan,0.0,0.0,1.0,0.5718341370423635,0.9935546689844018,0.015479889698326588
movie_solar,1.0,0.0,nan,0.0,0.0,1.0,0.48861193656921387,0.9997597899961312,0.00012821836571674794
coffee_roast,1.0,0.0,nan,0.0,0.0,1.0,0.6644171078999838,0.9929231198292516,0.005430617369711399
museum_bauhaus,1.0,0.0,nan,0.0,0.0,1.0,0.42007992664972943,0.9999999999999997,0.0
concert_neon,1.0,0.0,nan,0.0,0.0,1.0,0.6076644460360209,0.9960611056541081,0.005248883739113808
book_orbit,1.0,0.0,nan,0.0,0.0,1.0,0.3877844214439392,0.9999999999999999,0.0
food_ramen,1.0,0.0,nan,0.0,0.0,1.0,0.6899327834447225,0.9948252383392018,0.006058314349502325
tech_summit,1.0,0.0,nan,0.0,0.0,1.0,0.5094475547472636,0.999999999999999,0.0
fitness_launch,1.0,0.0,nan,0.0,0.0,1.0,0.6070670386155447,0.9937167937694861,0.011808807961642742
education_space,1.0,0.0,nan,0.0,0.0,1.0,0.5235567688941956,0.997872419044289,0.0036967373453080654
skincare_lumina,1.0,0.0,nan,0.0,0.0,1.0,0.44063079357147217,0.9980506771835134,0.00455985963344574
jazz_blue_note,1.0,0.0,nan,0.0,0.0,1.0,0.6164627472559611,0.9936855273195035,0.015289357863366604
farmers_market,1.0,0.0,nan,0.0,0.0,1.0,0.5001793205738068,1.0000000000000002,0.0
architecture_lecture,1.0,0.0,nan,0.0,0.0,1.0,0.5084516604741415,0.9921617701088442,0.010713089257478714
bike_commute,1.0,0.0,nan,0.0,0.0,1.0,0.5162959198156992,1.0000000000000002,0.0
tea_ceremony,1.0,0.0,nan,0.0,0.0,1.0,0.5016419390837351,0.9967855693240383,0.014833006076514721
album_static,1.0,0.0,nan,0.0,0.0,1.0,0.3810933629671733,0.9997793403360492,1.5130215615499765e-05
climate_workshop,1.0,0.0,nan,0.0,0.0,1.0,0.409682755668958,0.999999999999999,0.0
game_launch,1.0,0.0,nan,0.0,0.0,1.0,0.631822427113851,0.9973689576787957,0.006852134596556425
fashion_atelier,1.0,0.0,nan,0.0,0.0,1.0,0.5315796534220377,1.0000000000000002,0.0
photo_exhibit,1.0,0.0,nan,0.0,0.0,1.0,0.48673664530118305,1.000000000000003,0.0
charity_run,1.0,0.0,nan,0.0,0.0,1.0,0.567384292682012,0.9882703644234497,0.024112550541758537
boardgame_night,1.0,0.0,nan,0.0,0.0,1.0,0.5856933991114298,0.9941944525283177,0.007892892695963383
cookbook_cover,1.0,0.0,nan,0.0,0.0,1.0,0.510569820801417,0.9977501863767524,0.004261918365955353
