id,rendered_text_exact_ours,ocr_exact_ours,ocr_exact_baseline,ocr_word_recall_ours,ocr_word_recall_baseline,layout_validity,contrast_proxy,edit_bg_ssim,edit_bg_lpips
travel_iceland,1.0,0.0,nan,0.0,0.0,1.0,0.5767249464988708,0.9936554283811433,0.015600580722093582
movie_solar,1.0,0.0,nan,0.0,0.0,1.0,0.5382103621959686,0.9989250239504249,0.006650172173976898
coffee_roast,1.0,0.0,nan,0.0,0.0,1.0,0.648664653301239,0.9923557890939627,0.006295561790466309
museum_bauhaus,1.0,0.0,nan,0.0,0.0,1.0,0.42696288228034973,1.0000000000000018,0.0
concert_neon,1.0,0.0,nan,0.0,0.0,1.0,0.6637391845385233,0.9957519809207118,0.005055269692093134
book_orbit,1.0,0.0,nan,0.0,0.0,1.0,0.34193967779477435,0.9980282457634907,0.010676630772650242
food_ramen,1.0,0.0,nan,0.0,0.0,1.0,0.6913458903630575,0.9948303004110723,0.005555986426770687
tech_summit,1.0,0.0,nan,0.0,0.0,1.0,0.4589663843313853,1.0000000000000009,0.0
fitness_launch,1.0,0.0,nan,0.0,0.0,1.0,0.6147699554761251,0.9888237645443153,0.019259946420788765
education_space,1.0,0.0,nan,0.0,0.0,1.0,0.5840355555216471,0.997795804245058,0.003923247568309307
skincare_lumina,1.0,0.0,nan,0.0,0.0,1.0,0.5041841864585876,0.9982582559131054,0.003580188611522317
jazz_blue_note,1.0,0.0,nan,0.0,0.0,1.0,0.5903077026208242,0.9972831632258317,0.004319371655583382
farmers_market,1.0,0.0,nan,0.0,0.0,1.0,0.5381341079870859,0.9999999999999999,0.0
architecture_lecture,1.0,0.0,nan,0.0,0.0,1.0,0.43807076414426166,0.9958905296050212,0.00782068818807602
bike_commute,1.0,0.0,nan,0.0,0.0,1.0,0.5268517136573792,1.0000000000000007,0.0
tea_ceremony,1.0,0.0,nan,0.0,0.0,1.0,0.5082693994045258,0.9968013071425476,0.017269110307097435
album_static,1.0,0.0,nan,0.0,0.0,1.0,0.3549194534619649,0.9997278110794093,3.338903479743749e-05
climate_workshop,1.0,0.0,nan,0.0,0.0,1.0,0.3637563685576121,1.0000000000000007,0.0
game_launch,1.0,0.0,nan,0.0,0.0,1.0,0.6047025124231974,0.9944074271962936,0.012889774516224861
fashion_atelier,1.0,0.0,nan,0.0,0.0,1.0,0.5378542244434357,0.9999999999999997,0.0
photo_exhibit,1.0,0.0,nan,0.0,0.0,1.0,0.5001774032910665,1.0000000000000056,0.0
charity_run,1.0,0.0,nan,0.0,0.0,1.0,0.5689910848935446,0.9887727239281062,0.024137599393725395
boardgame_night,1.0,0.0,nan,0.0,0.0,1.0,0.595400869846344,0.994102207031765,0.008101854473352432
cookbook_cover,1.0,0.0,nan,0.0,0.0,1.0,0.5201374987761179,0.9976718518235153,0.0039614541456103325
